P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p),min_rec_length,breakpoints
OZ235149.1,OZ375330.1,OZ245035.1,294,91,36,0.000000000000,0,-20.4770,0.00000,2.638886e-12,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254281.1,279,91,34,0.000000000000,0,-18.2558,0.00000,4.391874e-10,66883,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254398.1,292,93,36,0.000000000000,0,-19.9593,0.00000,8.692427e-12,68714,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,PZ123393.1,296,90,34,0.000000000000,0,-19.2429,0.00000,4.524187e-11,64303,93744-97285 & 165218-165403
PQ221765.1,OZ375330.1,PQ305767.1,285,85,29,0.000000000000,0,-15.9566,0.00000,8.747199e-08,31684,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ305768.1,271,86,33,0.000000000000,0,-18.1408,0.00000,5.723375e-10,65935,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221899.1,284,85,29,0.000000000000,0,-15.9167,0.00000,9.588831e-08,63355,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221900.1,282,85,29,0.000000000000,0,-15.8365,0.00000,1.153327e-07,63440,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221901.1,272,78,27,0.000000000000,0,-15.1883,0.00000,5.129682e-07,59640,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221902.1,283,84,29,0.000000000000,0,-16.0543,0.00000,6.984555e-08,63364,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221905.1,276,84,30,0.000000000000,0,-16.5116,0.00000,2.436602e-08,62474,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221906.1,283,84,30,0.000000000000,0,-16.8056,0.00000,1.238242e-08,62999,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ254325.1,OZ375330.1,PP601226.1,280,84,28,0.000000000000,0,-15.1955,0.00000,5.045459e-07,29173,124956-126224 & 160121-161995
OZ235149.1,OZ375330.1,OZ254596.1,273,87,33,0.000000000000,0,-18.0321,0.00000,7.351099e-10,66758,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ254789.1,263,86,34,0.000000000000,0,-18.4995,0.00000,2.505471e-10,62883,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,OZ254806.1,278,91,34,0.000000000000,0,-18.2081,0.00000,4.901555e-10,67042,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PZ123394.1,291,91,36,0.000000000000,0,-20.3323,0.00000,3.682645e-12,67120,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ963869.1,293,95,40,0.000000000000,0,-22.6267,0.00000,1.869589e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PV002568.1,294,93,36,0.000000000000,0,-20.0556,0.00000,6.963935e-12,68766,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ352021.1,274,88,33,0.000000000000,0,-17.8787,0.00000,1.046357e-09,64615,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ499044.2,294,94,38,0.000000000000,0,-21.3636,0.00000,3.426202e-13,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221834.1,282,85,29,0.000000000000,0,-15.8365,0.00000,1.153327e-07,63490,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221912.1,279,84,30,0.000000000000,0,-16.6385,0.00000,1.819513e-08,63143,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601228.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64725,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ461705.1,294,93,36,0.000000000000,0,-20.0556,0.00000,6.963935e-12,68745,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ412016.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254463.1,259,85,33,0.000000000000,0,-17.7646,0.00000,1.360758e-09,64752,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254473.1,275,88,34,0.000000000000,0,-18.6713,0.00000,1.686896e-10,66887,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254490.1,275,88,34,0.000000000000,0,-18.6713,0.00000,1.686896e-10,66228,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254497.1,273,90,34,0.000000000000,0,-18.1667,0.00000,5.391395e-10,66720,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254619.1,273,88,34,0.000000000000,0,-18.5744,0.00000,2.108608e-10,66223,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254628.1,275,90,34,0.000000000000,0,-18.2636,0.00000,4.313762e-10,66896,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254838.1,276,91,34,0.000000000000,0,-18.1122,0.00000,6.111941e-10,66881,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ245037.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254191.1,273,83,34,0.000000000000,0,-19.6492,0.00000,1.774932e-11,65853,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254206.1,279,90,34,0.000000000000,0,-18.4553,0.00000,2.773971e-10,66880,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254222.1,276,89,34,0.000000000000,0,-18.5142,0.00000,2.422546e-10,66218,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PZ346336.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PZ346333.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PZ390101.1,293,95,40,0.000000000000,0,-22.6267,0.00000,1.869589e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PZ390102.1,293,95,40,0.000000000000,0,-22.6267,0.00000,1.869589e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PV294984.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68789,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PV448277.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PV394719.1,294,94,36,0.000000000000,0,-19.8493,0.00000,1.119819e-11,68789,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221909.1,284,85,29,0.000000000000,0,-15.9167,0.00000,9.588831e-08,63326,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601208.1,294,90,30,0.000000000000,0,-16.1801,0.00000,5.227730e-08,63869,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601210.1,278,90,30,0.000000000000,0,-15.5236,0.00000,2.370146e-07,61995,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ254325.1,OZ375330.1,PP601212.1,293,88,29,0.000000000000,0,-15.7532,0.00000,1.397223e-07,31570,124956-126224 & 160121-161995
OZ235149.1,OZ375330.1,PP601213.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64732,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601216.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64732,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601218.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64732,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601219.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64732,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601217.1,269,87,31,0.000000000000,0,-16.3801,0.00000,3.298367e-08,63537,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601220.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64713,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ453692.1,288,97,39,0.000000000000,0,-21.1507,0.00000,5.594287e-13,68619,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ334403.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ370097.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68783,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ412551.1,291,96,40,0.000000000000,0,-22.2888,0.00000,4.070087e-14,68720,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ412552.1,291,96,40,0.000000000000,0,-22.2888,0.00000,4.070087e-14,68721,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ414391.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ414393.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254448.1,271,85,33,0.000000000000,0,-18.3473,0.00000,3.557271e-10,66293,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254479.1,268,87,34,0.000000000000,0,-18.5376,0.00000,2.295185e-10,66098,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254482.1,288,93,36,0.000000000000,0,-19.7649,0.00000,1.360062e-11,68137,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254531.1,282,91,34,0.000000000000,0,-18.3979,0.00000,3.166209e-10,66878,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254710.1,271,86,33,0.000000000000,0,-18.1408,0.00000,5.723375e-10,66033,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254828.1,274,89,34,0.000000000000,0,-18.4176,0.00000,3.025680e-10,66885,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ254904.1,272,92,34,0.000000000000,0,-17.7220,0.00000,1.501150e-09,64224,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,OZ254245.1,276,91,34,0.000000000000,0,-18.1122,0.00000,6.111941e-10,66884,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PZ346334.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PV849428.1,293,95,40,0.000000000000,0,-22.6267,0.00000,1.869589e-14,68786,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ628240.1,287,93,36,0.000000000000,0,-19.7159,0.00000,1.522486e-11,68789,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ662929.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68761,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305763.1,281,83,30,0.000000000000,0,-16.9106,0.00000,9.722736e-09,60692,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305765.1,285,88,29,0.000000000000,0,-15.4389,0.00000,2.880616e-07,63241,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305766.1,277,82,29,0.000000000000,0,-16.1745,0.00000,5.295154e-08,60718,93744-94404 & 161078-161995
OZ235149.1,OZ375330.1,PQ305818.1,274,83,27,0.000000000000,0,-14.4032,0.00000,3.127362e-06,60154,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221885.1,269,84,31,0.000000000000,0,-16.9513,0.00000,8.853240e-09,62067,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221889.1,283,84,29,0.000000000000,0,-16.0543,0.00000,6.984555e-08,63215,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221891.1,282,84,29,0.000000000000,0,-16.0141,0.00000,7.661482e-08,63318,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221894.1,282,83,28,0.000000000000,0,-15.4459,0.00000,2.834631e-07,63176,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221896.1,282,85,29,0.000000000000,0,-15.8365,0.00000,1.153327e-07,63208,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ221898.1,277,83,30,0.000000000000,0,-16.7423,0.00000,1.432554e-08,62318,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ220056.1,292,90,30,0.000000000000,0,-16.0999,0.00000,6.288272e-08,64660,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ220057.1,287,88,29,0.000000000000,0,-15.5183,0.00000,2.399767e-07,63303,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ220058.1,293,89,29,0.000000000000,0,-15.5854,0.00000,2.055960e-07,64066,93744-94404 & 161078-161995,93744-94404 & 165142-165403
PQ221765.1,OZ375330.1,PQ220059.1,285,85,29,0.000000000000,0,-15.9566,0.00000,8.747199e-08,31684,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ220060.1,273,80,29,0.000000000000,0,-16.3843,0.00000,3.266635e-08,60827,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ220061.1,289,88,29,0.000000000000,0,-15.5971,0.00000,2.001542e-07,63873,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ178862.2,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68792,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ462706.1,290,88,39,0.000000000000,0,-23.3534,0.00000,3.507627e-15,63520,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,OZ462771.1,251,92,40,0.000000000000,0,-20.9306,0.00000,9.285470e-13,67975,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ462776.1,263,91,39,0.000000000000,0,-21.1369,0.00000,5.774134e-13,65982,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,OZ470124.1,267,89,39,0.000000000000,0,-21.8481,0.00000,1.122869e-13,64036,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ470950.1,273,92,41,0.000000000000,0,-23.0117,0.00000,7.704062e-15,63553,93744-97285 & 165218-165403
PQ221701.1,OZ375330.1,OZ474762.1,295,91,39,0.000000000000,0,-22.8845,0.00000,1.032580e-14,65959,93744-97285 & 165218-165403
PQ221701.1,OZ375330.1,OZ474763.1,295,91,39,0.000000000000,0,-22.8845,0.00000,1.032580e-14,65972,93744-97285 & 165218-165403
PQ221701.1,OZ375330.1,OZ474764.1,295,91,39,0.000000000000,0,-22.8845,0.00000,1.032580e-14,65971,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,OZ474840.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ474841.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ474765.1,295,91,39,0.000000000000,0,-22.8845,0.00000,1.032580e-14,65972,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,OZ474842.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ474843.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ474844.1,292,96,40,0.000000000000,0,-22.3425,0.00000,3.597049e-14,68792,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601207.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64626,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601223.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64732,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PP601224.1,298,90,30,0.000000000000,0,-16.3390,0.00000,3.625667e-08,64732,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254487.1,286,87,34,0.000000000000,0,-19.4016,0.00000,3.139496e-11,66595,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254492.1,273,86,34,0.000000000000,0,-18.9944,0.00000,8.016369e-11,66566,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254587.1,273,85,32,0.000000000000,0,-17.6846,0.00000,1.636163e-09,65336,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254642.1,274,89,34,0.000000000000,0,-18.4176,0.00000,3.025680e-10,66812,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254643.1,275,89,34,0.000000000000,0,-18.4660,0.00000,2.706864e-10,66882,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254761.1,272,88,35,0.000000000000,0,-19.2765,0.00000,4.187203e-11,66578,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254854.1,276,91,34,0.000000000000,0,-18.1122,0.00000,6.111941e-10,67115,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,OZ254387.1,288,88,34,0.000000000000,0,-19.2858,0.00000,4.098626e-11,66562,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PV844899.1,294,94,38,0.000000000000,0,-21.3636,0.00000,3.426202e-13,68670,93744-94404 & 165142-165403
PQ221701.1,OZ375330.1,OZ413597.1,290,88,39,0.000000000000,0,-23.3534,0.00000,3.507627e-15,64178,93744-97285 & 165218-165403
OZ235149.1,OZ375330.1,PX480710.1,272,92,39,0.000000000000,0,-21.4115,0.00000,3.068343e-13,66995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PX488349.1,295,93,36,0.000000000000,0,-20.1035,0.00000,6.236468e-12,68792,93744-94404 & 165142-165403
PQ221765.1,OZ375330.1,PQ305773.1,283,84,30,0.000000000000,0,-16.8056,0.00000,1.238242e-08,31648,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ305772.1,268,82,30,0.000000000000,0,-16.5462,0.00000,2.250065e-08,59722,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305774.1,291,89,29,0.000000000000,0,-15.5076,0.00000,2.459157e-07,63395,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305775.1,285,85,29,0.000000000000,0,-15.9566,0.00000,8.747199e-08,63125,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305776.1,291,87,30,0.000000000000,0,-16.5848,0.00000,2.058929e-08,64038,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305777.1,270,80,26,0.000000000000,0,-14.0213,0.00001,7.536355e-06,58627,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305778.1,290,89,29,0.000000000000,0,-15.4686,0.00000,2.690659e-07,63890,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305779.1,288,91,33,0.000000000000,0,-17.9373,0.00000,9.143215e-10,67824,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305780.1,290,87,29,0.000000000000,0,-15.8064,0.00000,1.236061e-07,63898,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305782.1,290,86,29,0.000000000000,0,-15.9790,0.00000,8.307163e-08,63812,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305781.1,273,81,33,0.000000000000,0,-19.3015,0.00000,3.953243e-11,62780,93744-94404 & 165142-165403
PQ221765.1,OZ375330.1,PQ305783.1,275,82,29,0.000000000000,0,-16.0924,0.00000,6.398020e-08,31074,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ305784.1,291,89,29,0.000000000000,0,-15.5076,0.00000,2.459157e-07,63895,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305785.1,288,86,29,0.000000000000,0,-15.9004,0.00000,9.955452e-08,63672,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305786.1,292,90,30,0.000000000000,0,-16.0999,0.00000,6.288272e-08,64305,93744-94404 & 161078-161995,93744-94404 & 165142-165403
PQ221765.1,OZ375330.1,PQ305787.1,286,85,30,0.000000000000,0,-16.7440,0.00000,1.426997e-08,31581,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ305788.1,289,85,30,0.000000000000,0,-16.8667,0.00000,1.075827e-08,31625,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ305790.1,291,85,29,0.000000000000,0,-16.1932,0.00000,5.072126e-08,31565,124956-126839 & 160646-161995
OZ254192.1,OZ375330.1,PQ305789.1,265,73,21,0.000000000005,0,-11.2692,0.00425,4.249369e-03,25861,124956-126224 & 156463-161995
PQ221765.1,OZ375330.1,PQ305791.1,289,85,30,0.000000000000,0,-16.8667,0.00000,1.075827e-08,32121,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ305793.1,287,89,29,0.000000000000,0,-15.3506,0.00000,3.530463e-07,63884,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305794.1,291,89,29,0.000000000000,0,-15.5076,0.00000,2.459157e-07,64111,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305795.1,291,89,29,0.000000000000,0,-15.5076,0.00000,2.459157e-07,64150,93744-94404 & 161078-161995,93744-94404 & 165142-165403
PQ221765.1,OZ375330.1,PQ305796.1,283,85,30,0.000000000000,0,-16.6201,0.00000,1.898045e-08,31529,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ305797.1,285,85,30,0.000000000000,0,-16.7028,0.00000,1.568855e-08,32187,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ305799.1,270,80,30,0.000000000000,0,-17.0246,0.00000,7.477863e-09,61135,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305798.1,269,81,29,0.000000000000,0,-16.0283,0.00000,7.415293e-08,60652,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305801.1,284,87,29,0.000000000000,0,-15.5691,0.00000,2.134583e-07,61545,93744-94404 & 161078-161995,93744-94404 & 165142-165403
OZ235149.1,OZ375330.1,PQ305802.1,282,84,29,0.000000000000,0,-16.0141,0.00000,7.661482e-08,62292,93744-94404 & 161078-161995,93744-94404 & 165142-165403
