P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p),min_rec_length,breakpoints
PQ221765.1,OZ375330.1,PZ390100.1,189,64,27,0.000000000000,0,-14.2250,0.00000,4.714573e-06,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PQ305783.1,180,50,19,0.000000000024,0,-10.6214,0.01875,1.874848e-02,27303,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PZ346337.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PZ390103.1,188,65,27,0.000000000000,0,-13.9424,0.00001,9.037150e-06,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PX480710.1,172,62,26,0.000000000000,0,-12.9896,0.00008,8.106328e-05,30616,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PQ305790.1,189,53,19,0.000000000040,0,-10.3978,0.03117,3.117464e-02,27786,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305791.1,187,53,20,0.000000000008,0,-11.0996,0.00627,6.273284e-03,28340,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305796.1,185,53,20,0.000000000010,0,-11.0175,0.00757,7.573054e-03,27756,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305797.1,186,53,20,0.000000000009,0,-11.0586,0.00689,6.891099e-03,28405,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305799.1,177,48,19,0.000000000012,0,-10.9095,0.00970,9.699824e-03,29001,124956-127809 & 160646-161995
PQ221765.1,OZ375330.1,OZ470124.1,171,60,27,0.000000000000,0,-14.1568,0.00001,5.515385e-06,29815,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ470950.1,172,65,27,0.000000000000,0,-13.0292,0.00007,7.400128e-05,30551,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ474762.1,187,62,27,0.000000000000,0,-14.5857,0.00000,2.054404e-06,32358,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ474763.1,187,62,27,0.000000000000,0,-14.5857,0.00000,2.054404e-06,32371,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254761.1,173,61,22,0.000000000038,0,-10.4156,0.02994,2.994129e-02,30712,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254904.1,177,63,22,0.000000000057,0,-10.2407,0.04445,4.444967e-02,30675,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254900.1,176,56,22,0.000000000003,0,-11.5443,0.00226,2.257759e-03,30340,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ244989.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PQ305773.1,185,52,20,0.000000000006,0,-11.2180,0.00478,4.780005e-03,27869,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305772.1,175,49,19,0.000000000024,0,-10.6199,0.01881,1.881270e-02,28858,124956-127809 & 160646-161995
PQ221765.1,OZ375330.1,PQ305776.1,189,53,19,0.000000000040,0,-10.3978,0.03117,3.117464e-02,27725,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305814.1,185,51,19,0.000000000024,0,-10.6226,0.01870,1.869564e-02,27091,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305820.1,192,53,20,0.000000000005,0,-11.3012,0.00395,3.947649e-03,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,OZ474844.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PP601207.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28343,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601208.1,192,59,20,0.000000000064,0,-10.1922,0.04957,4.956964e-02,28146,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601212.1,188,57,20,0.000000000041,0,-10.3847,0.03211,3.211151e-02,27757,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601213.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601216.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601218.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601219.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601220.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28394,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601222.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601223.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601224.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PP601225.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28413,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,OZ453692.1,184,66,26,0.000000000000,0,-12.7816,0.00013,1.308624e-04,32235,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PP601228.1,193,59,20,0.000000000059,0,-10.2318,0.04535,4.535289e-02,28406,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,OZ461705.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32372,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ334403.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ370097.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32399,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ389617.1,188,64,27,0.000000000000,0,-14.1702,0.00001,5.347843e-06,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ412016.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ412551.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32364,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ412552.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32364,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ413597.1,185,59,26,0.000000000000,0,-14.4186,0.00000,3.018513e-06,31290,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ414391.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PZ346333.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PZ390101.1,189,64,27,0.000000000000,0,-14.2250,0.00000,4.714573e-06,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PZ390102.1,189,64,27,0.000000000000,0,-14.2250,0.00000,4.714573e-06,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PX488349.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PQ240043.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PQ305781.1,175,50,19,0.000000000038,0,-10.4178,0.02979,2.978705e-02,27245,124956-127809 & 161993-162241,130270-130472 & 161993-162241
PQ221765.1,OZ375330.1,PQ305787.1,186,53,20,0.000000000009,0,-11.0586,0.00689,6.891099e-03,27808,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305788.1,187,53,20,0.000000000008,0,-11.0996,0.00627,6.273284e-03,27849,124956-127809 & 160646-161995,130270-130472 & 160646-161995
PQ221765.1,OZ375330.1,PQ305808.1,177,55,23,0.000000000000,0,-12.5793,0.00021,2.084645e-04,31224,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ245035.1,189,59,23,0.000000000001,0,-12.2889,0.00041,4.068625e-04,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ245037.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254191.1,173,57,21,0.000000000034,0,-10.4671,0.02664,2.663828e-02,30483,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254206.1,180,60,21,0.000000000059,0,-10.2267,0.04588,4.587741e-02,30507,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254271.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32357,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254274.1,181,61,23,0.000000000003,0,-11.5049,0.00247,2.471555e-03,31170,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254281.1,180,60,21,0.000000000059,0,-10.2267,0.04588,4.587741e-02,30510,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254302.1,176,61,22,0.000000000028,0,-10.5587,0.02163,2.162545e-02,30709,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ414393.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254448.1,172,58,21,0.000000000059,0,-10.2317,0.04537,4.536599e-02,29996,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ245036.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,PQ178862.2,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ462706.1,185,59,27,0.000000000000,0,-15.2209,0.00000,4.759438e-07,30788,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ462771.1,160,62,27,0.000000000000,0,-12.9877,0.00008,8.141464e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ462776.1,166,63,27,0.000000000000,0,-13.1258,0.00006,5.924257e-05,32381,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ474843.1,187,65,27,0.000000000000,0,-13.8874,0.00001,1.025658e-05,32408,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254398.1,190,62,23,0.000000000002,0,-11.7343,0.00146,1.458252e-03,32373,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254710.1,172,61,22,0.000000000043,0,-10.3674,0.03340,3.339770e-02,30204,124956-127809 & 161993-162241
PQ221765.1,OZ375330.1,OZ254313.1,191,62,23,0.000000000002,0,-11.7804,0.00131,1.311518e-03,32385,124956-127809 & 161993-162241
